gRNA-sequence,Counts-K,Fraction-K,Counts-SK,Fraction-SK,Counts-TK,Fraction-TK,GrowthRate-SK,GrowthRateError,BindingEnergy-SK,GrowthRate-TK
r_149-r_149,4929.0,0.0016095513763313331,3768.0,0.0010116419367466047,57.0,3.927080319126948e-05,0.5254920047401281,0.03596078758146512,0.7454768112113682,1.2802849426023515
r_152-f_123,4855.0,0.0015853868801153626,109.0,2.9264588934548806e-05,3470.0,0.0023906962644509666,-0.2746905597792279,0.04337123494128801,0.0010005003335835344,-0.04467040031160072
r_148-r_148,4834.0,0.0015785293879459657,2529.0,0.0006789921597749902,100.0,6.889614594959557e-05,0.4394684356958246,0.03590425382749208,0.5788697235074889,1.0934345000951489
f_138-r_150,4749.0,0.0015507728720222157,98.0,2.6311281794364982e-05,3678.0,0.0025340002480261255,-0.2938127366123925,0.04436940183860876,0.0010005003335835344,-0.07046585569090283
f_137-r_151,4744.0,0.0015491401357914068,182.0,4.886380904667783e-05,2872.0,0.001978697311672385,-0.15316309036817438,0.03936625605001389,0.0010005003335835344,0.008667752856183446
r_153-f_139,4685.0,0.0015298738482678628,215.0,5.7723730467229296e-05,4548.0,0.003133396717787607,-0.11252910584873663,0.03849669226391022,0.0010005003335835344,-0.14303877157442077
r_151-f_139,4607.0,0.0015044031630672451,492.0,0.0001320933739064038,4553.0,0.0031368415250850865,0.07905013238085884,0.0360920448385469,0.08234967676084218,-0.14878577261150996
r_137-r_150,4605.0,0.0015037500685749217,240.0,6.443579214946526e-05,3335.0,0.0022976864674190125,-0.08367207710268083,0.037995910308304015,0.0010005003335835344,-0.04890632603854798
f_141-f_122,4595.0,0.001500484596113304,66.0,1.771984284110295e-05,3748.0,0.0025822275501908424,-0.3760005187410907,0.04835631784929452,0.0010005003335835344,-0.0871141356352273
f_152-f_137,4567.0,0.0014913412732207748,88.0,2.3626457121470597e-05,3421.0,0.002356937152935665,-0.30936198371761414,0.04539820027236383,0.0010005003335835344,-0.059748367406016925
f_138-f_136,4538.0,0.0014818714030820836,315.0,8.457197719617316e-05,300.0,0.00020668843784878675,-0.01866762309871312,0.0369738059592977,0.0010005003335835344,0.7201709876401412
r_137-f_123,4485.0,0.0014645643990355102,106.0,2.8459141532680493e-05,2686.0,0.0018505504802061373,-0.2630406523964216,0.04361965487081367,0.0010005003335835344,0.012141881049188494
r_147-r_148,4418.0,0.0014426857335426719,86.0,2.308949218689172e-05,2561.0,0.0017644302977691429,-0.3070529723851414,0.04561731255858473,0.0010005003335835344,0.022616871958596147
f_142-r_136,4394.0,0.0014348485996347896,94.0,2.5237351925207227e-05,3775.0,0.002600829509597233,-0.28564234896018015,0.04475941075867345,0.0010005003335835344,-0.10379076799312198
f_133-f_132,4390.0,0.0014335424106501425,994.0,0.000266871572485702,112.0,7.716368346354705e-05,0.24950704677864266,0.035953268915413894,0.28702501739792824,1.0260704577348316
f_135-f_122,4375.0,0.0014286442019577161,193.0,5.181711618686165e-05,3018.0,0.0020792856847587945,-0.12148588978872599,0.039017046710105925,0.0010005003335835344,-0.03327855532415147
f_133-f_139,4345.0,0.001418847784572863,204.0,5.4770423327045475e-05,4439.0,0.0030582999187025476,-0.10735258318329954,0.03871723207278178,0.0010005003335835344,-0.1594503177303263
r_136-r_147,4314.0,0.0014087248199418484,95.0,2.5505834392496665e-05,2668.0,0.00183814917393521,-0.2790744164559904,0.04465515464875707,0.0010005003335835344,0.001813047897679034
f_152-f_133,4292.0,0.0014015407805262896,36.0,9.665368822419789e-06,3696.0,0.0025464015542970525,-0.49801171157449126,0.05617398402820212,0.0010005003335835344,-0.10454189572084603
r_148-f_134,4183.0,0.0013659471306946575,67.0,1.7988325308392387e-05,3293.0,0.0022687500861201825,-0.35128210022227047,0.04817785978739268,0.0010005003335835344,-0.07571405110766143
r_151-f_140,4177.0,0.001363987847217687,479.0,0.00012860310183164108,2207.0,0.0015205379411075744,0.09520098710910453,0.036110718790498555,0.10004244515021195,0.052389872576712904
f_133-f_131,4043.0,0.0013202305162320104,240.0,6.443579214946526e-05,435.0,0.00029969823488074077,-0.05415011581123085,0.03797609590125098,0.0010005003335835344,0.5636872560050037
f_132-f_132,4010.0,0.0013094544571086724,3386.0,0.000909081634242039,31.0,2.135780524437463e-05,0.5480492497496721,0.035910860325058316,0.7941820647096051,1.4096706807980874
f_140-f_136,3991.0,0.001303250059431599,136.0,3.651361555136365e-05,3272.0,0.0022542818954707673,-0.18004424693280432,0.04141245110077739,0.0010005003335835344,-0.08875458774307626
f_133-r_137,3871.0,0.0012640643898921872,290.0,7.785991551393719e-05,438.0,0.00030176511925922864,-0.0013653560648706187,0.037231764775593375,0.0010005003335835344,0.5475117572443272
r_152-r_152,3800.0,0.001240879535414702,647.0,0.00017370815633626678,214.0,0.00014743775233213454,0.18484900353523834,0.03594920575575443,0.204381911166059,0.7716790116826691
f_137-f_137,3776.0,0.0012330424015068197,2474.0,0.0006642256240740711,64.0,4.4093533407741174e-05,0.4905078628346811,0.03586432878473951,0.6743408588911988,1.1574586178726516
f_123-f_123,3750.0,0.0012245521731066137,2432.0,0.0006529493604479147,31.0,2.135780524437463e-05,0.4881913685649561,0.03586287946332183,0.6698044905392531,1.3881335269110289
r_152-f_142,3688.0,0.0012043062438445843,60.0,1.6108948037366315e-05,2753.0,0.0018967108979923662,-0.34774453473137235,0.049404318234109415,0.0010005003335835344,-0.058633701041189555
f_123-r_151,3616.0,0.0011807948421209374,1321.0,0.0003546653392893484,55.0,3.789288027227757e-05,0.3580106342608652,0.035874697812528084,0.44318353969862534,1.1922382039232324
f_152-f_142,3574.0,0.0011670798577821434,39.0,1.0470816224288106e-05,2583.0,0.0017795874498780539,-0.43833297371225716,0.05492804239599926,0.0010005003335835344,-0.04824323167973662
f_135-r_136,3566.0,0.0011644674798128492,240.0,6.443579214946526e-05,523.0,0.0003603268433163849,-0.025674524098198172,0.03795709017776409,0.0010005003335835344,0.46416171784974336
f_137-f_136,3506.0,0.0011448746450431434,2611.0,0.0007010077220927242,46.0,3.169222713681397e-05,0.5195604870402881,0.035858684830470056,0.7330539420343685,1.239723153698355
f_138-f_138,3494.0,0.0011409560780892023,3203.0,0.0008599493427280719,49.0,3.3759111515301835e-05,0.5666899425073529,0.03588038928603231,0.836301739121746,1.218323483660589
f_141-f_131,3493.0,0.0011406295308430405,70.0,1.87937727102607e-05,2706.0,0.0018643297093960563,-0.3004583772255953,0.04767835129551153,0.0010005003335835344,-0.0705543707618569
f_138-r_137,3426.0,0.0011187508653502023,223.0,5.987159020554481e-05,444.0,0.0003058988880162044,-0.03325396143470418,0.03828159490677051,0.0010005003335835344,0.5039059486974131
f_123-f_141,3404.0,0.0011115668259346436,218.0,5.852917786909761e-05,99.0,6.820718449009962e-05,-0.036936281400946507,0.038382304868841796,0.0010005003335835344,0.9839830611836106
f_142-f_139,3353.0,0.0010949129163803936,41.0,1.1007781158866982e-05,3025.0,0.0020841084149752663,-0.4125116571471538,0.0542300219263934,0.0010005003335835344,-0.11949983744610894
f_136-f_138,3331.0,0.0010877288769648348,191.0,5.128015125228277e-05,397.0,0.00027351769941989443,-0.062009683469849336,0.039035045536784274,0.0010005003335835344,0.5308187773336155
f_133-f_133,3325.0,0.0010857695934878642,2640.0,0.0007087937136441179,27.0,1.8601959406390806e-05,0.5340887273583864,0.035850859516045455,0.7637600650418872,1.3938729336546067
f_136-r_137,3316.0,0.0010828306682724082,260.0,6.980544149525404e-05,450.0,0.00031003265677318013,0.008967297427968231,0.03759600335506391,0.00900774562847773,0.48910868311438654
f_133-f_134,3254.0,0.001062584739010379,191.0,5.128015125228277e-05,321.0,0.0002211566284982018,-0.056704910269853186,0.039031770570160926,0.0010005003335835344,0.5915753261878118
f_135-f_136,3103.0,0.0010132761048399527,820.0,0.00022015562317733966,189.0,0.00013021371584473566,0.28455691486239043,0.0359073587388261,0.3348532287294097,0.7464897746714327
r_147-r_136,3040.0,0.0009927036283317616,170.0,4.564201943920456e-05,385.0,0.000265250161905943,-0.06769379035399833,0.039726863348070525,0.0010005003335835344,0.5113099636343938
f_141-r_136,3038.0,0.0009920505338394381,82.0,2.2015562317733964e-05,2279.0,0.0015701431661912834,-0.2329145401650112,0.04602964945532094,0.0010005003335835344,-0.060217749667331386
r_148-r_150,3006.0,0.0009816010219622616,103.0,2.7653694130812176e-05,1709.0,0.0011774351342785884,-0.1787954561742365,0.043836767019833786,0.0010005003335835344,0.02885375452038089
f_131-r_147,2938.0,0.0009593958092232617,130.0,3.490272074762702e-05,1085.0,0.000747523183553112,-0.12080050581148387,0.04173904198528471,0.0010005003335835344,0.16746924174119565
r_137-f_135,2931.0,0.0009571099785001293,247.0,6.631516942049134e-05,537.0,0.00036997230374932825,0.025326101040101023,0.037802463696754385,0.02565232653461355,0.39267123238299295
f_139-f_140,2920.0,0.00095351795879235,333.0,8.940466160738306e-05,232.0,0.00015983905860306175,0.09394248821887957,0.03674772813746084,0.09865249616674197,0.6611011411045216
r_150-f_143,2869.0,0.0009368640492381,36.0,9.665368822419789e-06,2850.0,0.001963540159563474,-0.4066508900640421,0.05613558486590192,0.0010005003335835344,-0.15043907682360366
f_133-f_137,2862.0,0.0009345782185149677,179.0,4.805836164480951e-05,348.0,0.00023975858790459262,-0.042307099470513705,0.03939747194867073,0.0010005003335835344,0.5243873634862615
f_136-f_137,2856.0,0.0009326189350379971,853.0,0.00022901554459789112,72.0,4.9605225083708816e-05,0.31232030803129585,0.03589294073298762,0.3744321134563372,1.0299019083421088
f_136-f_141,2849.0,0.0009303331043148647,56.0,1.5035018168208561e-05,2225.0,0.0015329392473785017,-0.3048474970772872,0.050200646467878036,0.0010005003335835344,-0.0731497681858209
f_130-f_131,2822.0,0.0009215163286684971,314.0,8.430349472888372e-05,156.0,0.0001074779876813691,0.08836004358795475,0.036917818960886944,0.09251015149169117,0.7776435144293572
f_142-r_137,2818.0,0.0009202101396838501,173.0,4.644746684107288e-05,380.0,0.0002618053546084632,-0.04652617268708746,0.039601031206262474,0.0010005003335835344,0.4911470479882223
f_137-r_137,2816.0,0.0009195570451915265,193.0,5.181711618686165e-05,308.0,0.00021220012952475437,-0.021551304490877245,0.03895686971195952,0.0010005003335835344,0.5584107718806891
f_142-f_130,2807.0,0.0009166181199760706,116.0,3.1143966205574875e-05,2073.0,0.0014282171055351163,-0.13629947821207283,0.04272734830239438,0.0010005003335835344,-0.05518752504011435
f_122-f_135,2793.0,0.0009120464585298059,137.0,3.678209801865309e-05,1663.0,0.0011457429071417744,-0.09742456333571282,0.04130689074104321,0.0010005003335835344,0.01400777722651098
r_147-f_139,2776.0,0.0009064951553450559,46.0,1.2350193495314176e-05,1749.0,0.0012049935926584266,-0.34357782217706584,0.05266670876768854,0.0010005003335835344,-0.0041529901945211315
r_148-r_137,2761.0,0.0009015969466526295,199.0,5.342801099059828e-05,333.0,0.0002294241660121533,-0.010133361087631165,0.03878742607426827,0.0010005003335835344,0.5270000925139493
f_131-f_130,2753.0,0.0008989845686833354,353.0,9.477431095317182e-05,67.0,4.616041778622904e-05,0.12052991042476142,0.036580001451464644,0.1284357238248499,1.0412246875841018
r_136-f_152,2730.0,0.0008914739820216148,119.0,3.194941360744319e-05,354.0,0.00024389235666156836,-0.12419906651417437,0.042470728202527286,0.0010005003335835344,0.5037247011767594
f_123-r_148,2675.0,0.0008735138834827178,549.0,0.00014739687454190178,50.0,3.444807297479779e-05,0.22721992103060065,0.035954102536407434,0.2577607741471887,1.126019480252186
f_123-f_133,2665.0,0.0008702484110211002,39.0,1.0470816224288106e-05,1022.0,0.0007041186116048668,-0.3717654187118465,0.05490298625752157,0.0010005003335835344,0.1553548780822117
f_152-f_131,2657.0,0.0008676360330518061,81.0,2.1747079850444528e-05,2352.0,0.001620437352734488,-0.20530332156802641,0.046162660412703914,0.0010005003335835344,-0.11339960460942258
f_132-f_138,2653.0,0.000866329844067159,316.0,8.48404596634626e-05,350.0,0.00024113651082358453,0.1038074204696494,0.03688950120711415,0.10959995659033771,0.4981836519960769
f_130-f_139,2636.0,0.000860778540882409,126.0,3.3828790878469264e-05,1389.0,0.0009569674672398826,-0.10328681525701548,0.041990155421233695,0.0010005003335835344,0.05326356049991764
f_134-f_136,2620.0,0.0008555537849438208,171.0,4.5910501906494e-05,268.0,0.00018464167114491615,-0.0326390814979454,0.039678964567604585,0.0010005003335835344,0.5799268114203763
f_134-f_134,2602.0,0.000849675934512909,1947.0,0.0005227353638125369,35.0,2.4113651082358452e-05,0.5206383019197411,0.03581073370099732,0.7352998557092182,1.2317226087123745
r_151-f_143,2596.0,0.0008477166510359385,94.0,2.5237351925207227e-05,1115.0,0.0007681920273379907,-0.16627399862468675,0.04469878072220003,0.0010005003335835344,0.11894573279509475
r_153-f_135,2581.0,0.000842818442343512,59.0,1.5840465570076876e-05,1544.0,0.0010637564934617557,-0.27060286115714455,0.049579055679403385,0.0010005003335835344,0.012500131627838947
r_137-r_136,2557.0,0.0008349813084356297,115.0,3.0875483738285436e-05,339.0,0.000233557934769129,-0.11710513462973213,0.04279691104361488,0.0010005003335835344,0.49660188249392956
r_150-r_137,2547.0,0.000831715835974012,93.0,2.496886945791779e-05,1821.0,0.0012545988177421355,-0.164377709042397,0.044800084274334136,0.0010005003335835344,-0.044774531283501146
f_139-f_137,2544.0,0.0008307361942355267,172.0,4.617898437378344e-05,291.0,0.00020048778471332314,-0.024639672548869753,0.03963386212095105,0.0010005003335835344,0.54401636157656
f_152-f_122,2524.0,0.0008242052493122915,42.0,1.127626362615642e-05,1941.0,0.0013372741928816502,-0.3426264649523963,0.053891933261408606,0.0010005003335835344,-0.06819225231756885
f_139-f_122,2522.0,0.000823552154819968,149.0,4.000388762612635e-05,1559.0,0.001074090915354195,-0.05522929642132257,0.04065421185622533,0.0010005003335835344,0.0019644440276832533
r_151-r_150,2494.0,0.0008144088319274386,408.0,0.00010954084665409095,335.0,0.0002308020889311452,0.1757839225508971,0.036261996533948924,0.1933225535349598,0.4924004121351516
f_133-f_130,2494.0,0.0008144088319274386,200.0,5.369649345788772e-05,317.0,0.000218400782660218,0.014072372320267694,0.03874835260279533,0.014172326992543121,0.5101443240862088
r_136-f_136,2484.0,0.000811143359465821,173.0,4.644746684107288e-05,312.0,0.0002149559753627382,-0.017911136748578443,0.039589632174864935,0.0010005003335835344,0.5139614241343781
f_134-r_153,2464.0,0.0008046124145425857,64.0,1.718287790652407e-05,1844.0,0.0012704449313105425,-0.24162961569675934,0.04863683319778644,0.0010005003335835344,-0.059451089208329554
f_139-f_134,2457.0,0.0008023265838194533,101.0,2.71167291962333e-05,1459.0,0.0010051947694045995,-0.13750037203453522,0.04400523820361065,0.0010005003335835344,0.014874185779387665
f_143-f_138,2447.0,0.0007990611113578357,57.0,1.5303500635498e-05,1803.0,0.0012421975114712083,-0.2663322959660971,0.049990737828667836,0.0010005003335835344,-0.05445135096957831
f_133-f_136,2442.0,0.0007974283751270269,181.0,4.859532657938839e-05,163.0,0.00011230071789784079,-0.003789702121907331,0.039314650311266096,0.0010005003335835344,0.7170748939386334
f_123-r_152,2417.0,0.0007892646939729828,574.0,0.00015410893622413776,63.0,4.3404571948245214e-05,0.26032508969764684,0.03591429973044155,0.3015444997112324,1.0191828569293075
f_133-f_140,2414.0,0.0007882850522344975,136.0,3.651361555136365e-05,221.0,0.00015226048254860623,-0.06600877767765616,0.041357210489215854,0.0010005003335835344,0.6155680685130085
f_123-r_137,2408.0,0.0007863257687575269,144.0,3.8661475289679156e-05,623.0,0.0004292229892659805,-0.05247962008923217,0.04088562996037069,0.0010005003335835344,0.2817988276189336
f_136-r_136,2387.0,0.0007794682765881299,150.0,4.027237009341579e-05,299.0,0.00020599947638929079,-0.04123359895266601,0.04060503301584546,0.0010005003335835344,0.5148374905202711
f_138-f_139,2378.0,0.000776529351372674,174.0,4.6715949308362316e-05,292.0,0.0002011767461728191,-0.006712091041705034,0.039558467530347335,0.0010005003335835344,0.5212348951995611
r_137-r_149,2368.0,0.0007732638789110564,101.0,2.71167291962333e-05,2111.0,0.0014543976409959628,-0.12913174851124146,0.04400580737502048,0.0010005003335835344,-0.11566388811624558
r_137-f_132,2329.0,0.0007605285363107476,133.0,3.5708168149495336e-05,339.0,0.000233557934769129,-0.06293754476901162,0.041509831151310024,0.0010005003335835344,0.46659568219312453
r_152-f_139,2314.0,0.0007556303276183211,83.0,2.2284044785023402e-05,1347.0,0.0009280310859410525,-0.16841972046982695,0.045892317471728394,0.0010005003335835344,0.021270204233958773
f_131-f_133,2304.0,0.0007523648551567035,177.0,4.752139671023063e-05,170.0,0.00011712344811431249,0.004335760341330809,0.03945218770263206,0.004345187007912074,0.6848765455564886
f_143-f_131,2289.0,0.0007474666464642771,219.0,5.879766033638705e-05,1156.0,0.0007964394471773249,0.05411233296286468,0.038330875298576254,0.055631462184902516,0.06690856549495867
f_152-f_138,2286.0,0.0007464870047257917,66.0,1.771984284110295e-05,1650.0,0.0011367864081683271,-0.21764242113277296,0.04829257730311122,0.0010005003335835344,-0.04782737454324358
f_136-r_152,2220.0,0.0007249348864791154,51.0,1.3692605831761369e-05,1648.0,0.0011354084852493351,-0.2694783052672412,0.05134916177961186,0.0010005003335835344,-0.05685005405997786
f_141-f_141,2197.0,0.0007174242998173948,1740.0,0.00046715949308362317,34.0,2.3424689622862496e-05,0.5335178378619947,0.03580526506862467,0.7625354970721069,1.1866790945743997
r_137-f_137,2197.0,0.0007174242998173948,147.0,3.946692269154747e-05,285.0,0.0001963540159563474,-0.02700246911413928,0.040732664098539255,0.0010005003335835344,0.5035958411327079
r_149-f_136,2166.0,0.0007073013351863801,301.0,8.081322265412101e-05,343.0,0.00023631378060711284,0.1387779019892133,0.0370416832069661,0.14940285426378347,0.4395158709948192
f_133-r_149,2145.0,0.0007004438430169831,133.0,3.5708168149495336e-05,279.0,0.00019222024719937168,-0.04427035440036657,0.04150789356545183,0.0010005003335835344,0.5027361456259889
r_153-r_147,2130.0,0.0006955456343245566,82.0,2.2015562317733964e-05,1804.0,0.0012428864729307043,-0.1523757418830715,0.04601032257094537,0.0010005003335835344,-0.09920418108308503
f_137-f_138,2108.0,0.0006883615949089978,132.0,3.54396856822059e-05,108.0,7.440783762556322e-05,-0.04203555754457896,0.041573601100556974,0.0010005003335835344,0.8020667793878509
f_122-r_149,2097.0,0.0006847695752012184,88.0,2.3626457121470597e-05,2048.0,0.0014109930690477176,-0.1328166128988595,0.04532856179295995,0.0010005003335835344,-0.14497747170461409
r_136-f_131,2092.0,0.0006831368389704096,154.0,4.1346299962573545e-05,291.0,0.00020048778471332314,-0.005342877249651861,0.040410468798740176,0.0010005003335835344,0.4811684411337015
f_136-f_123,2085.0,0.0006808510082472772,150.0,4.027237009341579e-05,323.0,0.00022253455141719373,-0.010551947432782769,0.04060208722729855,0.0010005003335835344,0.4465727383758552
f_138-r_148,2080.0,0.0006792182720164685,87.0,2.3357974654181158e-05,1339.0,0.0009225193942650848,-0.1335625883148736,0.04543905985673885,0.0010005003335835344,-0.01106759112075595
f_133-r_152,2075.0,0.0006775855357856596,57.0,1.5303500635498e-05,1493.0,0.001028619459027462,-0.22892924451029237,0.04998822519249548,0.0010005003335835344,-0.04681683308722163
f_123-f_152,2066.0,0.0006746466105702038,720.0,0.0001933073764483958,25.0,1.7224036487398894e-05,0.3473185434201409,0.03588485956204664,0.4266660840710989,1.2657160651936565
f_142-f_135,2059.0,0.0006723607798470714,46.0,1.2350193495314176e-05,1292.0,0.0008901382056687749,-0.27580601980230135,0.05266324590998191,0.0010005003335835344,-0.0028478930436713922
f_131-f_136,2051.0,0.0006697484018777773,404.0,0.0001084669167849332,116.0,7.991952930153087e-05,0.2179062989622597,0.0362977489608883,0.24578072331604353,0.770301437664006
f_143-r_137,2048.0,0.000668768760139292,63.0,1.6914395439234632e-05,1054.0,0.0007261653783087374,-0.20325750799747855,0.04881711142256491,0.0010005003335835344,0.06084343159227732
r_153-r_153,2027.0,0.0006619112679698949,178.0,4.778987917752007e-05,138.0,9.50766814104419e-05,0.03466701995115897,0.03942859698397388,0.03528218011621116,0.7107251124664723
f_132-f_130,2022.0,0.0006602785317390862,113.0,3.0338518803706562e-05,268.0,0.00018464167114491615,-0.0678390060991468,0.042967669156615464,0.0010005003335835344,0.49668719885004103
f_141-f_134,2019.0,0.0006592988900006009,80.0,2.147859738315509e-05,1558.0,0.0010734019538946992,-0.14583718432578757,0.04628862589636838,0.0010005003335835344,-0.06929817898545332
r_151-f_123,2005.0,0.0006547272285543362,87.0,2.3357974654181158e-05,781.0,0.0005380788998663415,-0.12523287436856917,0.04544238864191656,0.0010005003335835344,0.15033700156801083
f_133-r_151,2002.0,0.0006537475868158509,159.0,4.268871229902074e-05,701.0,0.000482961983106665,0.011878566014146679,0.04015896839846898,0.011949679894384268,0.18457580558569925
r_149-r_152,1989.0,0.0006495024726157479,21.0,5.63813181307821e-06,2208.0,0.0015212269025670704,-0.44581482366420666,0.06456788243419304,0.0010005003335835344,-0.18613321259472534
f_138-r_136,1982.0,0.0006472166418926156,131.0,3.517120321491646e-05,254.0,0.00017499621071197276,-0.029780770713311804,0.041639555602051924,0.0010005003335835344,0.5075053583827633
f_131-f_134,1981.0,0.0006468900946464539,213.0,5.718676553265042e-05,161.0,0.00011092279497884888,0.08058991786759696,0.03845406025625522,0.08402302967883349,0.6538245143781644
r_151-f_137,1980.0,0.000646563547400292,190.0,5.101166878499333e-05,258.0,0.0001777520565499566,0.05478611167494471,0.0390265759991856,0.056344040246804936,0.502160889786494
f_132-f_137,1962.0,0.0006406856969693803,138.0,3.705058048594252e-05,293.0,0.00020186570763231504,-0.015672897321399256,0.041231993945286406,0.0010005003335835344,0.4583557641107399
f_132-r_148,1944.0,0.0006348078465384686,43.0,1.154474609344586e-05,1640.0,0.0011298967935733674,-0.2780670921490922,0.05357098606808224,0.0010005003335835344,-0.09793965198161747
r_149-f_123,1927.0,0.0006292565433537186,198.0,5.315952852330884e-05,284.0,0.00019566505449685145,0.07029504939083293,0.03880337584479185,0.07288800058111196,0.4625961497544613
f_137-f_134,1927.0,0.0006292565433537186,94.0,2.5237351925207227e-05,251.0,0.00017292932633348492,-0.09867984315285064,0.044692747778462084,0.0010005003335835344,0.5022811098278055
f_134-r_150,1909.0,0.0006233786929228069,118.0,3.168093114015375e-05,217.0,0.00014950463671062241,-0.04497451740689638,0.04255859670149289,0.0010005003335835344,0.5460300863876647
f_135-f_143,1899.0,0.0006201132204611892,182.0,4.886380904667783e-05,236.0,0.00016259490444104556,0.05450304613782148,0.039278451679418,0.056044612610466164,0.5173762001749347
r_147-f_134,1898.0,0.0006197866732150274,53.0,1.4229570766340247e-05,1980.0,0.0013641436898019924,-0.22520914086496738,0.05085611244158348,0.0010005003335835344,-0.16616275552710139
r_151-f_138,1872.0,0.0006112964448148216,52.0,1.3961088299050808e-05,947.0,0.0006524465021426701,-0.22640105314770026,0.05109847849523508,0.0010005003335835344,0.06636698108555934
f_131-r_136,1869.0,0.0006103168030763363,132.0,3.54396856822059e-05,254.0,0.00017499621071197276,-0.014740876457687301,0.04157635356490342,0.0010005003335835344,0.4886452706405893
f_130-f_134,1864.0,0.0006086840668455274,160.0,4.295719476631018e-05,146.0,0.00010058837308640955,0.02950059960207717,0.040125937717623676,0.02994449420126624,0.6656864053426645
f_134-f_137,1859.0,0.0006070513306147187,114.0,3.0607001270996e-05,242.0,0.0001667286731980213,-0.04677668250346327,0.04287168550026194,0.0010005003335835344,0.5024705149365916
r_151-r_136,1856.0,0.0006060716888762334,67.0,1.7988325308392387e-05,227.0,0.00015639425130558197,-0.16696670771923788,0.04812301327034386,0.0010005003335835344,0.522509613628993
r_136-f_132,1825.0,0.0005959487242452187,92.0,2.4700386990628352e-05,208.0,0.0001433039835751588,-0.09122239779601934,0.04490034231690361,0.0010005003335835344,0.5451818151924367
f_135-r_150,1824.0,0.000595622176999057,277.0,7.436964343917449e-05,359.0,0.00024733716395904814,0.1589099119807399,0.037323548454200675,0.17305650462811287,0.36965597619468243
r_151-r_147,1814.0,0.0005923567045374393,90.0,2.4163422056049474e-05,198.0,0.00013641436898019924,-0.09483638855142872,0.04511213905371398,0.0010005003335835344,0.5590692890851094
f_122-f_136,1796.0,0.0005864788541065276,132.0,3.54396856822059e-05,1205.0,0.0008301985586926268,-0.005703998780253066,0.04157504094442274,0.0010005003335835344,-0.024356523155358054
f_152-f_152,1791.0,0.0005848461178757187,1182.0,0.0003173462763361164,31.0,2.135780524437463e-05,0.4921552071750916,0.035838870925552005,0.6775794040214322,1.1507132588221145
r_149-f_135,1791.0,0.0005848461178757187,138.0,3.705058048594252e-05,268.0,0.00018464167114491615,0.005010907626482786,0.041236797400155345,0.005023504322308452,0.45771172254938747
f_139-f_142,1783.0,0.0005822337399064246,76.0,2.0404667513997334e-05,1169.0,0.0008053959461507723,-0.12927664101377445,0.046787556435093025,0.0010005003335835344,-0.016945790313785652
f_136-f_133,1777.0,0.000580274456429454,122.0,3.275486100931151e-05,260.0,0.0001791299794689485,-0.021160777637281723,0.04224696150820277,0.0010005003335835344,0.4649269634398185
f_130-r_137,1760.0,0.0005747231532447041,256.0,6.873151162609628e-05,158.0,0.00010885591060036101,0.14912896805824394,0.037636726522100435,0.1614947107280471,0.6218639912933823
r_149-f_133,1755.0,0.0005730904170138953,84.0,2.255252725231284e-05,260.0,0.0001791299794689485,-0.10298544998572703,0.045774989959738506,0.0010005003335835344,0.460924552328392
f_140-f_140,1731.0,0.000565253283106013,1134.0,0.0003044591179062234,21.0,1.4468190649415072e-05,0.49048084930350716,0.03584447465667638,0.6742878397902289,1.264893039083631
r_152-f_152,1730.0,0.0005649267358598511,121.0,3.248637854202207e-05,180.0,0.00012401306270927204,-0.0169476702865268,0.0423178355435915,0.0010005003335835344,0.5744577276610171
f_132-r_136,1718.0,0.00056100816890591,67.0,1.7988325308392387e-05,1347.0,0.0009280310859410525,-0.14944192719151836,0.04812341497694684,0.0010005003335835344,-0.0744124684449578
f_134-r_136,1709.0,0.0005580692436904541,108.0,2.8996106467259367e-05,193.0,0.00013296956168271947,-0.039957762353210635,0.04337859976404318,0.0010005003335835344,0.5481299821507858
r_149-f_152,1706.0,0.0005570896019519688,56.0,1.5035018168208561e-05,224.0,0.0001543273669270941,-0.18853023673352076,0.05018901962798133,0.0010005003335835344,0.4997089226863213
r_152-r_136,1698.0,0.0005544772239826747,117.0,3.1412448672864314e-05,203.0,0.00013985917627767902,-0.020337793585981017,0.042639479112929785,0.0010005003335835344,0.529825645410822
f_137-f_143,1694.0,0.0005531710349980277,122.0,3.275486100931151e-05,329.0,0.00022666832017416945,-0.010311061992816443,0.0422462028424702,0.0010005003335835344,0.3739371461736201
f_131-r_137,1684.0,0.00054990556253641,189.0,5.074318631770389e-05,134.0,9.232083557245808e-05,0.09031704233460829,0.039061333226557714,0.09465913834588291,0.6606146813664056
f_139-f_135,1681.0,0.0005489259207979247,282.0,7.571205577562168e-05,213.0,0.00014674879087263858,0.18148593512674205,0.03725733422936648,0.20026469860049428,0.5111437035163321
f_136-r_147,1672.0,0.0005459869955824688,76.0,2.0404667513997334e-05,891.0,0.0006138646604108966,-0.11469734696847494,0.04678587354670856,0.0010005003335835344,0.04965006097874506
f_135-f_140,1663.0,0.000543048070367013,96.0,2.5774316859786104e-05,188.0,0.0001295247543852397,-0.06048451543022934,0.04449316491577097,0.0010005003335835344,0.5477968215962309
f_137-f_132,1647.0,0.0005378233144284248,83.0,2.2284044785023402e-05,514.0,0.00035412619018092127,-0.09129575908753763,0.04589154569238802,0.0010005003335835344,0.22155304511789506
f_143-f_143,1635.0,0.0005339047474744837,1107.0,0.00029721009128940855,9.0,6.200653135463602e-06,0.49795660430249733,0.03584756463792333,0.6890687174140594,1.5187820298813808
