gRNA-sequence,Counts-K,Fraction-K,Counts-SK,Fraction-SK,GrowthRate-SK,BindingEnergy-SK
17-63,28.0,0.00024044860840367888,88.0,0.00024044860840367888,1.1061570829864,5.298317366548035
17-64,28.0,0.00024044860840367888,70.0,0.00024044860840367888,0.9835974905861605,4.110320942818293
15-76,28.0,0.00024044860840367888,105.0,0.00024044860840367888,1.2007505098335993,5.298317366548035
23-70,28.0,0.00024044860840367888,71.0,0.00024044860840367888,0.991194288075834,4.7323546857691845
37-60,28.0,0.00024044860840367888,72.0,0.00024044860840367888,0.9986848331609853,5.298317366548035
31-96,28.0,0.00024044860840367888,83.0,0.00024044860840367888,1.074828547826613,5.298317366548035
19-79,28.0,0.00024044860840367888,69.0,0.00024044860840367888,0.9758913829127758,3.725185946906775
11-80,28.0,0.00024044860840367888,61.0,0.00024044860840367888,0.9098922638695768,2.4067492564508197
17-80,28.0,0.00024044860840367888,67.0,0.00024044860840367888,0.9601383283277676,3.222340026486008
19-88,28.0,0.00024044860840367888,73.0,0.00024044860840367888,1.0060720570838149,5.298317366548035
6-62,28.0,0.00024044860840367888,46.0,0.00024044860840367888,0.7587383636653372,1.4218733064146845
7-77,27.0,0.0002318611581035475,19.0,0.0002318611581035475,0.30466752715882833,0.363365169614976
33-84,27.0,0.0002318611581035475,41.0,0.0002318611581035475,0.716588476266482,1.260855290119231
39-85,27.0,0.0002318611581035475,87.0,0.0002318611581035475,1.1195135169240327,5.298317366548035
27-74,27.0,0.0002318611581035475,85.0,0.0002318611581035475,1.1070579498821334,5.298317366548035
27-79,27.0,0.0002318611581035475,100.0,0.0002318611581035475,1.1940974398889748,5.298317366548035
13-74,27.0,0.0002318611581035475,58.0,0.0002318611581035475,0.902360497676594,2.3264731305268405
23-63,27.0,0.0002318611581035475,68.0,0.0002318611581035475,0.9875500195461157,4.386036226041782
15-92,27.0,0.0002318611581035475,56.0,0.0002318611581035475,0.8835668064464178,2.1504376163513603
23-68,27.0,0.0002318611581035475,43.0,0.0002318611581035475,0.7420964039082423,1.3551694224473527
15-86,26.0,0.0002232737078034161,74.0,0.0002232737078034161,1.0530484255686392,5.298317366548035
23-90,26.0,0.0002232737078034161,79.0,0.0002232737078034161,1.0880651589366535,5.298317366548035
25-69,26.0,0.0002232737078034161,71.0,0.0002232737078034161,1.0308839422080283,5.298317366548035
27-81,26.0,0.0002232737078034161,89.0,0.0002232737078034161,1.1518983861766197,5.298317366548035
19-74,26.0,0.0002232737078034161,58.0,0.0002232737078034161,0.9225729056125133,2.558418502956127
31-55,26.0,0.0002232737078034161,43.0,0.0002232737078034161,0.7623088118441614,1.436782976586955
27-89,26.0,0.0002232737078034161,81.0,0.0002232737078034161,1.101454987433501,5.298317366548035
15-51,26.0,0.0002232737078034161,58.0,0.0002232737078034161,0.9225729056125133,2.558418502956127
25-96,26.0,0.0002232737078034161,57.0,0.0002232737078034161,0.9132584926967425,2.444822763469069
37-86,25.0,0.0002146862575032847,58.0,0.0002146862575032847,0.9435781563923182,2.8748988974500964
40-79,25.0,0.0002146862575032847,52.0,0.0002146862575032847,0.885094811029948,2.1636479343982136
31-61,25.0,0.0002146862575032847,62.0,0.0002146862575032847,0.9792957385974064,3.877415735038481
37-64,25.0,0.0002146862575032847,31.0,0.0002146862575032847,0.6080702002428501,0.9366725374809842
33-85,25.0,0.0002146862575032847,84.0,0.0002146862575032847,1.141937484409581,5.298317366548035
29-94,25.0,0.0002146862575032847,109.0,0.0002146862575032847,1.2814688774535095,5.298317366548035
21-64,25.0,0.0002146862575032847,82.0,0.0002146862575032847,1.1290316733367627,5.298317366548035
5-72,25.0,0.0002146862575032847,46.0,0.0002146862575032847,0.8194332685773366,1.7116548663599296
41-71,25.0,0.0002146862575032847,81.0,0.0002146862575032847,1.122460238213306,5.298317366548035
29-70,25.0,0.0002146862575032847,76.0,0.0002146862575032847,1.088336262583665,5.298317366548035
13-66,24.0,0.00020609880720315332,46.0,0.00020609880720315332,0.8412961100019334,1.840715140105147
15-100,24.0,0.00020609880720315332,45.0,0.00020609880720315332,0.829524971479043,1.7691664532725633
15-70,24.0,0.00020609880720315332,79.0,0.00020609880720315332,1.1309332511410553,5.298317366548035
25-76,24.0,0.00020609880720315332,82.0,0.00020609880720315332,1.1508945147613592,5.298317366548035
21-82,24.0,0.00020609880720315332,75.0,0.00020609880720315332,1.1031054209221782,5.298317366548035
33-71,24.0,0.00020609880720315332,91.0,0.00020609880720315332,1.2066684180385798,5.298317366548035
35-67,24.0,0.00020609880720315332,103.0,0.00020609880720315332,1.2730086071415374,5.298317366548035
25-100,24.0,0.00020609880720315332,88.0,0.00020609880720315332,1.1887148293229963,5.298317366548035
17-79,24.0,0.00020609880720315332,34.0,0.00020609880720315332,0.6794049813318805,1.1375765764566526
5-57,23.0,0.00019751135690302193,67.0,0.00019751135690302193,1.0654895249125733,5.298317366548035
40-70,23.0,0.00019751135690302193,82.0,0.00019751135690302193,1.1736879650095688,5.298317366548035
40-76,23.0,0.00019751135690302193,38.0,0.00019751135690302193,0.7617670159019153,1.4345061593631885
23-73,23.0,0.00019751135690302193,68.0,0.00019751135690302193,1.0734239699346464,5.298317366548035
11-46,23.0,0.00019751135690302193,56.0,0.00019751135690302193,0.9694407568349486,3.488088080531999
40-95,23.0,0.00019751135690302193,67.0,0.00019751135690302193,1.0654895249125733,5.298317366548035
39-81,23.0,0.00019751135690302193,74.0,0.00019751135690302193,1.1187099680212504,5.298317366548035
21-89,23.0,0.00019751135690302193,54.0,0.00019751135690302193,0.9499635106386737,2.9950027524926743
11-72,23.0,0.00019751135690302193,81.0,0.00019751135690302193,1.1671165298861124,5.298317366548035
17-84,23.0,0.00019751135690302193,66.0,0.00019751135690302193,1.0574357604640883,5.298317366548035
15-66,23.0,0.00019751135690302193,58.0,0.00019751135690302193,0.9882344480651246,4.44257934461163
19-84,22.0,0.00018892390660289055,52.0,0.00018892390660289055,0.9535579217362475,3.0695493715656452
35-79,22.0,0.00018892390660289055,75.0,0.00018892390660289055,1.1497056902038814,5.298317366548035
105-0,22.0,0.00018892390660289055,46.0,0.00018892390660289055,0.8878963792836362,2.1883316504393275
107-0,22.0,0.00018892390660289055,31.0,0.00018892390660289055,0.6765333109491498,1.1286591408195117
11-78,22.0,0.00018892390660289055,33.0,0.00018892390660289055,0.7100170411430253,1.2379331202903607
17-65,21.0,0.00018033645630275916,46.0,0.00018033645630275916,0.9128108827724547,2.4396757582920823
27-69,21.0,0.00018033645630275916,49.0,0.00018033645630275916,0.9466473065867391,2.9308308167868824
40-78,21.0,0.00018033645630275916,91.0,0.00018033645630275916,1.2781831908091008,5.298317366548035
33-62,21.0,0.00018033645630275916,80.0,0.00018033645630275916,1.2091847824637993,5.298317366548035
27-82,21.0,0.00018033645630275916,93.0,0.00018033645630275916,1.2898263720399632,5.298317366548035
9-78,21.0,0.00018033645630275916,34.0,0.00018033645630275916,0.750919754102402,1.389980161754999
21-65,21.0,0.00018033645630275916,36.0,0.00018033645630275916,0.7815318139135466,1.5211148764824063
25-88,21.0,0.00018033645630275916,77.0,0.00018033645630275916,1.1887148293229963,5.298317366548035
27-61,21.0,0.00018033645630275916,44.0,0.00018033645630275916,0.8890040637389615,2.1982616886008888
17-86,21.0,0.00018033645630275916,49.0,0.00018033645630275916,0.9466473065867391,2.9308308167868824
21-72,21.0,0.00018033645630275916,56.0,0.00018033645630275916,1.0181620793572603,5.298317366548035
31-77,20.0,0.00017174900600262777,58.0,0.00017174900600262777,1.063086086728336,5.298317366548035
37-71,20.0,0.00017174900600262777,76.0,0.00017174900600262777,1.2078441929196828,5.298317366548035
15-87,20.0,0.00017174900600262777,68.0,0.00017174900600262777,1.1482756085978578,5.298317366548035
27-65,20.0,0.00017174900600262777,61.0,0.00017174900600262777,1.090095099117594,5.298317366548035
31-64,20.0,0.00017174900600262777,63.0,0.00017174900600262777,1.1073728956384812,5.298317366548035
21-80,20.0,0.00017174900600262777,73.0,0.00017174900600262777,1.186274892331832,5.298317366548035
31-100,20.0,0.00017174900600262777,57.0,0.00017174900600262777,1.0537716738125653,5.298317366548035
19-76,20.0,0.00017174900600262777,38.0,0.00017174900600262777,0.8366186545651267,1.8116682680988125
23-88,20.0,0.00017174900600262777,39.0,0.00017174900600262777,0.850530222258848,1.9006610621651676
29-66,20.0,0.00017174900600262777,57.0,0.00017174900600262777,1.0537716738125653,5.298317366548035
15-64,20.0,0.00017174900600262777,51.0,0.00017174900600262777,0.9942030894907402,5.150430174166541
29-79,20.0,0.00017174900600262777,38.0,0.00017174900600262777,0.8366186545651267,1.8116682680988125
18-99,20.0,0.00017174900600262777,38.0,0.00017174900600262777,0.8366186545651267,1.8116682680988125
40-69,20.0,0.00017174900600262777,39.0,0.00017174900600262777,0.850530222258848,1.9006610621651676
33-78,19.0,0.00016316155570249638,54.0,0.00016316155570249638,1.0522860549869013,5.298317366548035
33-70,19.0,0.00016316155570249638,50.0,0.00016316155570249638,1.0110683962711768,5.298317366548035
39-74,19.0,0.00016316155570249638,53.0,0.00016316155570249638,1.0422751982236582,5.298317366548035
29-99,19.0,0.00016316155570249638,38.0,0.00016316155570249638,0.8640895602501429,1.995759141424081
29-67,19.0,0.00016316155570249638,52.0,0.00016316155570249638,1.032073647050982,5.298317366548035
13-94,19.0,0.00016316155570249638,76.0,0.00016316155570249638,1.235315098604699,5.298317366548035
5-74,19.0,0.00016316155570249638,47.0,0.00016316155570249638,0.9779300806286074,3.81353971203269
31-83,19.0,0.00016316155570249638,89.0,0.00016316155570249638,1.3198824729774588,5.298317366548035
17-72,19.0,0.00016316155570249638,50.0,0.00016316155570249638,1.0110683962711768,5.298317366548035
13-69,18.0,0.000154574105402365,44.0,0.000154574105402365,0.9715618100755575,3.5600223214859676
23-92,18.0,0.000154574105402365,81.0,0.000154574105402365,1.2983955987450202,5.298317366548035
37-82,18.0,0.000154574105402365,86.0,0.000154574105402365,1.3304749615102371,5.298317366548035
17-60,18.0,0.000154574105402365,64.0,0.000154574105402365,1.172234598464378,5.298317366548035
7-72,18.0,0.000154574105402365,47.0,0.000154574105402365,1.0068866051392877,5.298317366548035
5-84,18.0,0.000154574105402365,39.0,0.000154574105402365,0.9069576524545447,2.3747005395180776
5-64,18.0,0.000154574105402365,35.0,0.000154574105402365,0.8490022176753181,1.8904901288665725
31-98,18.0,0.000154574105402365,16.0,0.000154574105402365,0.4297835217552655,0.5617392038598681
19-49,18.0,0.000154574105402365,45.0,0.000154574105402365,0.9835974905861605,4.110320942818293
31-56,18.0,0.000154574105402365,64.0,0.000154574105402365,1.172234598464378,5.298317366548035
29-69,18.0,0.000154574105402365,72.0,0.000154574105402365,1.235315098604699,5.298317366548035
40-88,18.0,0.000154574105402365,71.0,0.000154574105402365,1.2278245535195476,5.298317366548035
23-86,18.0,0.000154574105402365,38.0,0.000154574105402365,0.8930460847608233,2.2353572359968386
19-63,18.0,0.000154574105402365,33.0,0.000154574105402365,0.8174892909684401,1.7009464280561872
21-90,18.0,0.000154574105402365,41.0,0.000154574105402365,0.9337414955139207,2.714191452753281
25-95,18.0,0.000154574105402365,61.0,0.000154574105402365,1.1465225293132906,5.298317366548035
6-51,17.0,0.0001459866551022336,32.0,0.0001459866551022336,0.8316211199209664,1.7815386002466946
4-88,17.0,0.0001459866551022336,23.0,0.0001459866551022336,0.6547551505656395,1.0635014051693725
25-82,17.0,0.0001459866551022336,33.0,0.0001459866551022336,0.8481013507795849,1.8845417619781117
17-88,17.0,0.0001459866551022336,34.0,0.0001459866551022336,0.8640895602501429,1.995759141424081
9-80,17.0,0.0001459866551022336,22.0,0.0001459866551022336,0.6309483315321461,0.9968186217957944
95-0,17.0,0.0001459866551022336,41.0,0.0001459866551022336,0.9643535553250655,3.334105865708399
37-72,17.0,0.0001459866551022336,34.0,0.0001459866551022336,0.8640895602501429,1.995759141424081
39-88,17.0,0.0001459866551022336,27.0,0.0001459866551022336,0.7406291009541701,1.3494961990298118
39-83,17.0,0.0001459866551022336,44.0,0.0001459866551022336,1.0021738698867024,5.298317366548035
21-68,17.0,0.0001459866551022336,47.0,0.0001459866551022336,1.0374986649504325,5.298317366548035
40-66,17.0,0.0001459866551022336,49.0,0.0001459866551022336,1.05981711273448,5.298317366548035
27-90,17.0,0.0001459866551022336,26.0,0.0001459866551022336,0.7204166930182508,1.2744549736174178
21-93,17.0,0.0001459866551022336,54.0,0.0001459866551022336,1.1118546393087263,5.298317366548035
41-99,17.0,0.0001459866551022336,44.0,0.0001459866551022336,1.0021738698867024,5.298317366548035
40-86,17.0,0.0001459866551022336,41.0,0.0001459866551022336,0.9643535553250655,3.334105865708399
40-82,17.0,0.0001459866551022336,36.0,0.0001459866551022336,0.8947016200612877,2.250957245157975
35-68,17.0,0.0001459866551022336,38.0,0.0001459866551022336,0.923658144571968,2.5725339271656504
29-71,17.0,0.0001459866551022336,32.0,0.0001459866551022336,0.8316211199209664,1.7815386002466946
6-94,17.0,0.0001459866551022336,23.0,0.0001459866551022336,0.6547551505656395,1.0635014051693725
13-83,17.0,0.0001459866551022336,47.0,0.0001459866551022336,1.0374986649504325,5.298317366548035
41-84,16.0,0.00013739920480210221,32.0,0.00013739920480210221,0.8640895602501429,1.995759141424081
29-81,16.0,0.00013739920480210221,28.0,0.00013739920480210221,0.7925747874796215,1.572984425867393
23-71,16.0,0.00013739920480210221,50.0,0.00013739920480210221,1.1031054209221784,5.298317366548035
31-69,16.0,0.00013739920480210221,63.0,0.00013739920480210221,1.226880825974499,5.298317366548035
27-91,16.0,0.00013739920480210221,41.0,0.00013739920480210221,0.9968219956542418,5.298317366548035
19-82,16.0,0.00013739920480210221,68.0,0.00013739920480210221,1.2677835389338754,5.298317366548035
5-88,16.0,0.00013739920480210221,55.0,0.00013739920480210221,1.1541502405518964,5.298317366548035
5-62,16.0,0.00013739920480210221,49.0,0.00013739920480210221,1.0922855530636564,5.298317366548035
27-76,16.0,0.00013739920480210221,59.0,0.00013739920480210221,1.1917492014243996,5.298317366548035
31-82,16.0,0.00013739920480210221,20.0,0.00013739920480210221,0.6123719522316043,0.9477090389200177
33-88,16.0,0.00013739920480210221,41.0,0.00013739920480210221,0.9968219956542418,5.298317366548035
40-81,16.0,0.00013739920480210221,56.0,0.00013739920480210221,1.1638003258341776,5.298317366548035
19-100,16.0,0.00013739920480210221,30.0,0.00013739920480210221,0.829524971479043,1.7691664532725633
15-69,16.0,0.00013739920480210221,13.0,0.00013739920480210221,0.38165959499287105,0.4807161560048982
15-55,16.0,0.00013739920480210221,38.0,0.00013739920480210221,0.9561265849011443,3.126446720951567
40-74,15.0,0.00012881175450197083,25.0,0.00012881175450197083,0.766444471338722,1.4543354200329879
19-80,15.0,0.00012881175450197083,47.0,0.00012881175450197083,1.1045316940507088,5.298317366548035
27-86,15.0,0.00012881175450197083,41.0,0.00012881175450197083,1.0313865844253416,5.298317366548035
29-90,15.0,0.00012881175450197083,39.0,0.00012881175450197083,1.0046027413659655,5.298317366548035
9-52,15.0,0.00012881175450197083,26.0,0.00012881175450197083,0.787449722118527,1.5485767168082891
17-57,15.0,0.00012881175450197083,58.0,0.00012881175450197083,1.2171586058354535,5.298317366548035
17-58,15.0,0.00012881175450197083,33.0,0.00012881175450197083,0.915134379879861,2.4666862132588405
37-57,15.0,0.00012881175450197083,51.0,0.00012881175450197083,1.1482756085978578,5.298317366548035
29-68,15.0,0.00012881175450197083,39.0,0.00012881175450197083,1.0046027413659655,5.298317366548035
35-57,15.0,0.00012881175450197083,29.0,0.00012881175450197083,0.8459330674808974,1.8703681442439348
25-84,15.0,0.00012881175450197083,43.0,0.00012881175450197083,1.0568945120671018,5.298317366548035
37-77,15.0,0.00012881175450197083,44.0,0.00012881175450197083,1.0692068989869785,5.298317366548035
27-96,15.0,0.00012881175450197083,40.0,0.00012881175450197083,1.0181620793572603,5.298317366548035
41-74,15.0,0.00012881175450197083,33.0,0.00012881175450197083,0.915134379879861,2.4666862132588405
41-72,15.0,0.00012881175450197083,50.0,0.00012881175450197083,1.1376700096932781,5.298317366548035
27-100,15.0,0.00012881175450197083,33.0,0.00012881175450197083,0.915134379879861,2.4666862132588405
23-67,15.0,0.00012881175450197083,40.0,0.00012881175450197083,1.0181620793572603,5.298317366548035
25-94,15.0,0.00012881175450197083,26.0,0.00012881175450197083,0.787449722118527,1.5485767168082891
33-81,14.0,0.00012022430420183944,21.0,0.00012022430420183944,0.7100170411430253,1.2379331202903607
33-92,14.0,0.00012022430420183944,38.0,0.00012022430420183944,1.0276413576716659,5.298317366548035
6-86,14.0,0.00012022430420183944,56.0,0.00012022430420183944,1.235315098604699,5.298317366548035
6-85,14.0,0.00012022430420183944,43.0,0.00012022430420183944,1.0938446960665233,5.298317366548035
13-92,14.0,0.00012022430420183944,15.0,0.00012022430420183944,0.5298142058950082,0.7546273557847386
13-58,14.0,0.00012022430420183944,53.0,0.00012022430420183944,1.2058269956451813,5.298317366548035
21-77,14.0,0.00012022430420183944,18.0,0.00012022430420183944,0.627459294806429,0.987408971445237
41-90,14.0,0.00012022430420183944,34.0,0.00012022430420183944,0.9680727733498407,3.4442961332103574
17-96,14.0,0.00012022430420183944,15.0,0.00012022430420183944,0.5298142058950082,0.7546273557847386
9-68,14.0,0.00012022430420183944,39.0,0.00012022430420183944,1.0415529253653872,5.298317366548035
9-66,14.0,0.00012022430420183944,27.0,0.00012022430420183944,0.8446123140538678,1.8618320852042056
9-91,14.0,0.00012022430420183944,26.0,0.00012022430420183944,0.8243999061179484,1.7395460631454347
21-84,14.0,0.00012022430420183944,25.0,0.00012022430420183944,0.8033946553381435,1.62655688617645
17-101,14.0,0.00012022430420183944,32.0,0.00012022430420183944,0.9356043330206643,2.742708931064996
31-80,14.0,0.00012022430420183944,35.0,0.00012022430420183944,0.9835974905861605,4.110320942818293
7-67,14.0,0.00012022430420183944,7.0,0.00012022430420183944,0.12163848354103052,0.12969702013950224
7-88,13.0,0.00011163685390170805,26.0,0.00011163685390170805,0.8640895602501429,1.995759141424081
41-82,13.0,0.00011163685390170805,30.0,0.00011163685390170805,0.9407293983817588,2.825641852765859
31-79,13.0,0.00011163685390170805,32.0,0.00011163685390170805,0.9752939871528585,3.7007086298667815
37-73,13.0,0.00011163685390170805,47.0,0.00011163685390170805,1.1811715321823246,5.298317366548035
23-94,13.0,0.00011163685390170805,30.0,0.00011163685390170805,0.9407293983817588,2.825641852765859
33-94,13.0,0.00011163685390170805,28.0,0.00011163685390170805,0.9037792143823371,2.341109877937854
6-81,13.0,0.00011163685390170805,22.0,0.00011163685390170805,0.7746211987640381,1.4899727313292896
37-88,13.0,0.00011163685390170805,17.0,0.00011163685390170805,0.6365368891274787,1.0120774703150772
25-62,13.0,0.00011163685390170805,31.0,0.00011163685390170805,0.9582904878176013,3.177026066300829
23-85,13.0,0.00011163685390170805,58.0,0.00011163685390170805,1.2937984439670693,5.298317366548035
7-92,13.0,0.00011163685390170805,33.0,0.00011163685390170805,0.9917742180114768,4.800481912257518
9-84,13.0,0.00011163685390170805,36.0,0.00011163685390170805,1.0383744872931797,5.298317366548035
31-66,13.0,0.00011163685390170805,31.0,0.00011163685390170805,0.9582904878176013,3.177026066300829
5-68,13.0,0.00011163685390170805,52.0,0.00011163685390170805,1.235315098604699,5.298317366548035
6-77,13.0,0.00011163685390170805,23.0,0.00011163685390170805,0.7984280177975314,1.6016087296134398
17-92,13.0,0.00011163685390170805,59.0,0.00011163685390170805,1.3029536283271153,5.298317366548035
25-73,13.0,0.00011163685390170805,33.0,0.00011163685390170805,0.9917742180114768,4.800481912257518
27-92,13.0,0.00011163685390170805,41.0,0.00011163685390170805,1.1080264225569574,5.298317366548035
35-90,13.0,0.00011163685390170805,19.0,0.00011163685390170805,0.6961054734493038,1.1910745899136008
15-84,13.0,0.00011163685390170805,38.0,0.00011163685390170805,1.0673310118038601,5.298317366548035
21-79,13.0,0.00011163685390170805,43.0,0.00011163685390170805,1.1335343501987176,5.298317366548035
35-86,12.0,0.00010304940360157666,25.0,0.00010304940360157666,0.8859524016747397,2.1711393885597396
35-80,12.0,0.00010304940360157666,43.0,0.00010304940360157666,1.1764024424031196,5.298317366548035
33-90,12.0,0.00010304940360157666,41.0,0.00010304940360157666,1.1508945147613592,5.298317366548035
29-87,12.0,0.00010304940360157666,17.0,0.00010304940360157666,0.6794049813318805,1.1375765764566526
37-87,12.0,0.00010304940360157666,36.0,0.00010304940360157666,1.0812425794975815,5.298317366548035
37-84,12.0,0.00010304940360157666,31.0,0.00010304940360157666,1.0011585800220033,5.298317366548035
17-61,12.0,0.00010304940360157666,29.0,0.00010304940360157666,0.9654409978169151,3.365087207480305
4-48,12.0,0.00010304940360157666,32.0,0.00010304940360157666,1.0181620793572603,5.298317366548035
23-89,12.0,0.00010304940360157666,21.0,0.00010304940360157666,0.7925747874796216,1.5729844258673937
39-78,12.0,0.00010304940360157666,31.0,0.00010304940360157666,1.0011585800220033,5.298317366548035
7-97,12.0,0.00010304940360157666,16.0,0.00010304940360157666,0.6469365410027041,1.0411074676750427
41-96,12.0,0.00010304940360157666,17.0,0.00010304940360157666,0.6794049813318805,1.1375765764566526
40-72,12.0,0.00010304940360157666,19.0,0.00010304940360157666,0.7389735656537056,1.343133595767735
31-68,12.0,0.00010304940360157666,48.0,0.00010304940360157666,1.235315098604699,5.298317366548035
25-68,12.0,0.00010304940360157666,44.0,0.00010304940360157666,1.1887148293229963,5.298317366548035
21-73,12.0,0.00010304940360157666,18.0,0.00010304940360157666,0.7100170411430253,1.2379331202903607
5-82,12.0,0.00010304940360157666,39.0,0.00010304940360157666,1.1241106717019835,5.298317366548035
31-63,12.0,0.00010304940360157666,21.0,0.00010304940360157666,0.7925747874796216,1.5729844258673937
17-41,12.0,0.00010304940360157666,45.0,0.00010304940360157666,1.2007505098335993,5.298317366548035
39-69,12.0,0.00010304940360157666,22.0,0.00010304940360157666,0.81748929096844,1.7009464280561866
101-0,12.0,0.00010304940360157666,25.0,0.00010304940360157666,0.8859524016747397,2.1711393885597396
6-74,12.0,0.00010304940360157666,31.0,0.00010304940360157666,1.0011585800220033,5.298317366548035
27-97,12.0,0.00010304940360157666,33.0,0.00010304940360157666,1.0346423102158788,5.298317366548035
35-95,12.0,0.00010304940360157666,23.0,0.00010304940360157666,0.8412961100019334,1.840715140105147
103-0,12.0,0.00010304940360157666,15.0,0.00010304940360157666,0.6123719522316043,0.9477090389200177
27-67,12.0,0.00010304940360157666,44.0,0.00010304940360157666,1.1887148293229963,5.298317366548035
35-66,12.0,0.00010304940360157666,6.0,0.00010304940360157666,0.12163848354103052,0.12969702013950224
9-67,12.0,0.00010304940360157666,26.0,0.00010304940360157666,0.9069576524545447,2.3747005395180776
41-75,12.0,0.00010304940360157666,45.0,0.00010304940360157666,1.2007505098335993,5.298317366548035
37-92,12.0,0.00010304940360157666,26.0,0.00010304940360157666,0.9069576524545447,2.3747005395180776
37-98,12.0,0.00010304940360157666,10.0,0.00010304940360157666,0.3952189329841657,0.5028887591441222
27-102,12.0,0.00010304940360157666,32.0,0.00010304940360157666,1.0181620793572603,5.298317366548035
19-62,12.0,0.00010304940360157666,41.0,0.00010304940360157666,1.1508945147613592,5.298317366548035
15-56,12.0,0.00010304940360157666,20.0,0.00010304940360157666,0.766444471338722,1.4543354200329879
13-63,11.0,9.446195330144527e-05,18.0,9.446195330144527e-05,0.7566173104247281,1.413120220204838
31-71,11.0,9.446195330144527e-05,62.0,9.446195330144527e-05,1.4189843876582624,5.298317366548035
13-78,11.0,9.446195330144527e-05,18.0,9.446195330144527e-05,0.7566173104247281,1.413120220204838
33-79,11.0,9.446195330144527e-05,54.0,9.446195330144527e-05,1.344995868026723,5.298317366548035
11-61,11.0,9.446195330144527e-05,19.0,9.446195330144527e-05,0.7855738349354086,1.539789818684053
23-98,11.0,9.446195330144527e-05,32.0,9.446195330144527e-05,1.0647623486389632,5.298317366548035
37-81,11.0,9.446195330144527e-05,30.0,9.446195330144527e-05,1.0301977598678633,5.298317366548035
23-79,11.0,9.446195330144527e-05,44.0,9.446195330144527e-05,1.235315098604699,5.298317366548035
25-67,11.0,9.446195330144527e-05,48.0,9.446195330144527e-05,1.281915367886402,5.298317366548035
31-62,11.0,9.446195330144527e-05,29.0,9.446195330144527e-05,1.012041267098618,5.298317366548035
5-83,11.0,9.446195330144527e-05,14.0,9.446195330144527e-05,0.6220220375138856,0.9729193853633628
27-88,11.0,9.446195330144527e-05,39.0,9.446195330144527e-05,1.1707109409836862,5.298317366548035
5-63,11.0,9.446195330144527e-05,12.0,9.446195330144527e-05,0.5394642911772896,0.7753648827041765
40-92,11.0,9.446195330144527e-05,18.0,9.446195330144527e-05,0.7566173104247281,1.413120220204838
39-68,11.0,9.446195330144527e-05,30.0,9.446195330144527e-05,1.0301977598678633,5.298317366548035
21-86,11.0,9.446195330144527e-05,11.0,9.446195330144527e-05,0.49286402189558665,0.6789761099611417
21-83,11.0,9.446195330144527e-05,28.0,9.446195330144527e-05,0.9932475758684419,4.997853707968461
11-88,11.0,9.446195330144527e-05,21.0,9.446195330144527e-05,0.8391750567613244,1.827438814623574
13-75,11.0,9.446195330144527e-05,27.0,9.446195330144527e-05,0.9737703296721669,3.6408640536980434
41-95,11.0,9.446195330144527e-05,53.0,9.446195330144527e-05,1.33498501126348,5.298317366548035
9-76,11.0,9.446195330144527e-05,16.0,9.446195330144527e-05,0.6935368102844071,1.1826576296255111
17-73,11.0,9.446195330144527e-05,27.0,9.446195330144527e-05,0.9737703296721669,3.6408640536980434
13-80,11.0,9.446195330144527e-05,16.0,9.446195330144527e-05,0.6935368102844071,1.1826576296255111
16-81,10.0,8.587450300131388e-05,9.0,8.587450300131388e-05,0.43643659169989,0.573475426011903
18-76,10.0,8.587450300131388e-05,34.0,8.587450300131388e-05,1.1482756085978578,5.298317366548035
37-80,10.0,8.587450300131388e-05,35.0,8.587450300131388e-05,1.1638003258341776,5.298317366548035
17-62,10.0,8.587450300131388e-05,41.0,8.587450300131388e-05,1.2485396036727803,5.298317366548035
17-67,10.0,8.587450300131388e-05,14.0,8.587450300131388e-05,0.6730668571436038,1.1179995850855284
23-77,10.0,8.587450300131388e-05,22.0,8.587450300131388e-05,0.915134379879861,2.4666862132588405
13-93,10.0,8.587450300131388e-05,14.0,8.587450300131388e-05,0.6730668571436038,1.1179995850855284
25-87,10.0,8.587450300131388e-05,28.0,8.587450300131388e-05,1.04429239549816,5.298317366548035
17-83,10.0,8.587450300131388e-05,25.0,8.587450300131388e-05,0.9835974905861606,4.1103209428183
21-71,10.0,8.587450300131388e-05,25.0,8.587450300131388e-05,0.9835974905861606,4.1103209428183
4-69,10.0,8.587450300131388e-05,37.0,8.587450300131388e-05,1.1935616066844619,5.298317366548035
27-85,10.0,8.587450300131388e-05,26.0,8.587450300131388e-05,1.0046027413659655,5.298317366548035
39-79,10.0,8.587450300131388e-05,32.0,8.587450300131388e-05,1.1158071682686814,5.298317366548035
41-66,10.0,8.587450300131388e-05,17.0,8.587450300131388e-05,0.7770500702433015,1.5008080629717264
19-75,10.0,8.587450300131388e-05,9.0,8.587450300131388e-05,0.43643659169989,0.573475426011903
39-82,10.0,8.587450300131388e-05,27.0,8.587450300131388e-05,1.0248151493018849,5.298317366548035
19-90,10.0,8.587450300131388e-05,24.0,8.587450300131388e-05,0.9617346491615638,3.263210470111136
23-100,10.0,8.587450300131388e-05,36.0,8.587450300131388e-05,1.1788876684090024,5.298317366548035
9-74,10.0,8.587450300131388e-05,30.0,8.587450300131388e-05,1.0812425794975815,5.298317366548035
11-84,10.0,8.587450300131388e-05,27.0,8.587450300131388e-05,1.0248151493018849,5.298317366548035
13-70,10.0,8.587450300131388e-05,11.0,8.587450300131388e-05,0.5439088415253047,0.7850625805111444
